sucursal_nombre;direccion_sucursal;comuna_nombre;lugar_nombre;tipo_lugar;capacidad_personas;precio;descuento_socio_evento;tipo_precio;dia_semana;hora_inicio;hora_termino;fecha_inicio_vigencia;fecha_fin_vigencia
"santiago centro";"av alameda 900";santiago;saloneventos2;salon_eventos;140;40000;34;dia;domingo;00:00;23:59;2024-08-02;2024-10-31
"santiago centro";"av alameda 900";santiago;saloneventos3;salon_eventos;126;120000;1;tramo;miercoles;08:00;14:00;2024-08-12;2024-10-11
"santiago centro";"av alameda 900";santiago;saloneventos4;salon_eventos;155;240000;55;tramo;martes;08:00;14:00;2024-09-19;2024-12-18
"santiago centro";"av alameda 900";santiago;cabana1;cabana;4;60000;;dia;lunes;00:00;23:59;2025-05-30;2025-08-28
"santiago centro";"av alameda 900";santiago;cabana2;cabana;5;160000;;dia;miercoles;00:00;23:59;2024-04-19;2024-06-18
"santiago centro";"av alameda 900";santiago;cabana3;cabana;4;9000;78;dia;jueves;00:00;23:59;2025-10-01;2025-12-02
"santiago centro";"av alameda 900";santiago;cabana4;cabana;8;10000;80;dia;sabado;00:00;23:59;2024-04-23;2024-06-22
"santiago centro";"av alameda 900";santiago;cabana5;cabana;7;250000;80;dia;lunes;00:00;23:59;2025-09-05;2025-10-05
"santiago centro";"av alameda 900";santiago;cabana6;cabana;5;120000;1;dia;jueves;00:00;23:59;2025-07-26;2025-08-09
"santiago centro";"av alameda 900";santiago;cabana7;cabana;7;10000;49;dia;domingo;00:00;23:59;2025-06-07;2025-08-06
"santiago centro";"av alameda 900";santiago;cabana8;cabana;7;10000;24;dia;viernes;00:00;23:59;2025-06-23;2025-06-30
"santiago centro";"av alameda 900";santiago;cabana9;cabana;7;10000;20;dia;domingo;00:00;23:59;2025-02-27;2025-04-28
"santiago centro";"av alameda 900";santiago;cabana10;cabana;4;180000;25;dia;viernes;00:00;23:59;2025-06-22;2025-08-21
"santiago centro";"av alameda 900";santiago;cabana11;cabana;8;240000;;dia;viernes;00:00;23:59;2024-03-09;2024-04-08
"santiago centro";"av alameda 900";santiago;cabana12;cabana;5;80000;;dia;sabado;00:00;23:59;2024-09-25;2024-10-25
"santiago centro";"av alameda 900";santiago;cabana13;cabana;7;150000;;dia;domingo;00:00;23:59;2025-08-28;2025-09-27
"santiago centro";"av alameda 900";santiago;cabana14;cabana;4;160000;;dia;miercoles;00:00;23:59;2024-07-10;2024-08-09
"santiago centro";"av alameda 900";santiago;cabana15;cabana;7;250000;48;dia;domingo;00:00;23:59;2025-07-04;2025-07-11
"santiago centro";"av alameda 900";santiago;cabana16;cabana;4;160000;77;dia;sabado;00:00;23:59;2024-02-05;2024-04-05
"santiago centro";"av alameda 900";santiago;cabana17;cabana;6;230000;;dia;martes;00:00;23:59;2024-10-12;2024-10-26
"santiago centro";"av alameda 900";santiago;cabana18;cabana;5;240000;31;dia;sabado;00:00;23:59;2024-09-03;2024-12-02
"santiago centro";"av alameda 900";santiago;cabana19;cabana;7;9000;21;dia;lunes;00:00;23:59;2025-05-13;2025-05-27
"santiago centro";"av alameda 900";santiago;cabana20;cabana;8;140000;71;dia;lunes;00:00;23:59;2024-02-03;2024-03-04
"santiago centro";"av alameda 900";santiago;cancha_tenis_aire_libre;cancha_aire_libre;11;200000;15;hora;miercoles;21:00;22:00;2025-04-01;2025-05-04
"santiago centro";"av alameda 900";santiago;cancha_tenis_techada;cancha_techada;14;200000;39;hora;lunes;22:00;23:00;2024-11-01;2024-11-15
"santiago centro";"av alameda 900";santiago;cancha_basquetbol_aire_libre;cancha_aire_libre;15;100000;;hora;miercoles;22:00;23:00;2025-08-29;2025-09-12
"santiago centro";"av alameda 900";santiago;cancha_basquetbol_techada;cancha_techada;12;9000;;hora;lunes;08:00;09:00;2024-04-01;2024-06-17
"santiago centro";"av alameda 900";santiago;cancha_futbolito_aire_libre;cancha_aire_libre;22;200000;;hora;viernes;15:00;16:00;2024-12-26;2025-01-25
"santiago centro";"av alameda 900";santiago;cancha_futbolito_techada;cancha_techada;10;50000;27;hora;domingo;16:00;17:00;2025-06-24;2025-09-22
"santiago centro";"av alameda 900";santiago;cancha_padel_aire_libre;cancha_aire_libre;14;70000;6;hora;domingo;16:00;17:00;2025-03-18;2025-04-17
"santiago centro";"av alameda 900";santiago;cancha_padel_techada;cancha_techada;20;140000;3;hora;miercoles;13:00;14:00;2025-11-18;2025-12-18
providencia;"av pedro de valdivia 2100";providencia;linea1_piscina1;piscina;1;30000;;linea_hora;viernes;21:00;22:00;2024-06-18;2024-07-02
providencia;"av pedro de valdivia 2100";providencia;linea2_piscina1;piscina;1;220000;;linea_hora;miercoles;16:00;17:00;2024-05-28;2024-07-27
providencia;"av pedro de valdivia 2100";providencia;linea3_piscina1;piscina;1;230000;;linea_hora;domingo;19:00;20:00;2025-02-12;2025-02-26
providencia;"av pedro de valdivia 2100";providencia;linea4_piscina1;piscina;1;200000;76;linea_hora;sabado;16:00;17:00;2025-08-29;2025-10-28
providencia;"av pedro de valdivia 2100";providencia;linea5_piscina1;piscina;1;200000;54;linea_hora;sabado;18:00;19:00;2024-04-16;2024-04-30
providencia;"av pedro de valdivia 2100";providencia;linea6_piscina1;piscina;1;20000;12;linea_hora;martes;12:00;13:00;2024-07-01;2024-08-16
providencia;"av pedro de valdivia 2100";providencia;linea7_piscina1;piscina;1;9000;;linea_hora;jueves;20:00;21:00;2025-10-01;2026-01-02
providencia;"av pedro de valdivia 2100";providencia;linea8_piscina1;piscina;1;170000;;linea_hora;jueves;17:00;18:00;2024-01-19;2024-02-02
providencia;"av pedro de valdivia 2100";providencia;linea1_piscina2;piscina;1;40000;;linea_hora;sabado;20:00;21:00;2024-01-20;2024-02-19
providencia;"av pedro de valdivia 2100";providencia;linea2_piscina2;piscina;1;230000;55;linea_hora;miercoles;08:00;08:30;2024-12-22;2025-02-20
providencia;"av pedro de valdivia 2100";providencia;linea3_piscina2;piscina;1;60000;62;linea_hora;martes;18:00;19:00;2025-06-07;2025-09-05
providencia;"av pedro de valdivia 2100";providencia;linea4_piscina2;piscina;1;60000;;linea_hora;martes;08:00;09:00;2024-05-14;2024-05-21
providencia;"av pedro de valdivia 2100";providencia;linea5_piscina2;piscina;1;10000;;linea_hora;jueves;11:00;12:00;2024-07-01;2024-07-08
providencia;"av pedro de valdivia 2100";providencia;linea6_piscina2;piscina;1;80000;;linea_hora;domingo;13:00;14:00;2025-03-06;2025-06-04
providencia;"av pedro de valdivia 2100";providencia;linea7_piscina2;piscina;1;160000;10;linea_hora;viernes;16:00;17:00;2024-10-14;2024-10-28
providencia;"av pedro de valdivia 2100";providencia;linea8_piscina2;piscina;1;80000;30;linea_hora;miercoles;09:00;10:00;2024-09-24;2024-10-08
providencia;"av pedro de valdivia 2100";providencia;saloneventos1;salon_eventos;159;210000;16;tramo;miercoles;20:00;23:59;2024-08-16;2024-08-30
providencia;"av pedro de valdivia 2100";providencia;saloneventos2;salon_eventos;108;150000;80;tramo;miercoles;14:00;20:00;2025-01-19;2025-03-20
providencia;"av pedro de valdivia 2100";providencia;saloneventos3;salon_eventos;85;120000;76;tramo;miercoles;20:00;23:59;2024-03-07;2024-03-14
providencia;"av pedro de valdivia 2100";providencia;saloneventos4;salon_eventos;44;140000;28;tramo;martes;14:00;20:00;2025-04-12;2025-04-26
providencia;"av pedro de valdivia 2100";providencia;cabana1;cabana;5;60000;;dia;lunes;00:00;23:59;2025-08-19;2025-11-17
providencia;"av pedro de valdivia 2100";providencia;cabana2;cabana;7;220000;20;dia;miercoles;00:00;23:59;2024-03-12;2024-05-11
providencia;"av pedro de valdivia 2100";providencia;cabana3;cabana;4;40000;53;dia;miercoles;00:00;23:59;2024-02-20;2024-03-05
providencia;"av pedro de valdivia 2100";providencia;cabana4;cabana;5;150000;34;dia;jueves;00:00;23:59;2024-08-10;2024-11-08
providencia;"av pedro de valdivia 2100";providencia;cabana5;cabana;7;60000;34;dia;miercoles;00:00;23:59;2024-09-02;2024-12-01
providencia;"av pedro de valdivia 2100";providencia;cabana6;cabana;4;9000;41;dia;viernes;00:00;23:59;2024-07-01;2024-08-26
providencia;"av pedro de valdivia 2100";providencia;cabana7;cabana;6;160000;10;dia;lunes;00:00;23:59;2024-05-09;2024-08-07
providencia;"av pedro de valdivia 2100";providencia;cabana8;cabana;4;30000;3;dia;viernes;00:00;23:59;2025-05-11;2025-06-10
providencia;"av pedro de valdivia 2100";providencia;cabana9;cabana;4;250000;44;dia;miercoles;00:00;23:59;2024-09-16;2024-11-15
providencia;"av pedro de valdivia 2100";providencia;cabana10;cabana;8;120000;5;dia;domingo;00:00;23:59;2024-05-23;2024-06-06
providencia;"av pedro de valdivia 2100";providencia;cabana11;cabana;6;9000;;dia;jueves;00:00;23:59;2025-10-01;2025-10-28
providencia;"av pedro de valdivia 2100";providencia;cabana12;cabana;7;140000;9;dia;jueves;00:00;23:59;2024-10-13;2024-10-27
providencia;"av pedro de valdivia 2100";providencia;cabana13;cabana;5;60000;;dia;sabado;00:00;23:59;2024-03-29;2024-06-27
providencia;"av pedro de valdivia 2100";providencia;cabana14;cabana;4;200000;33;dia;sabado;00:00;23:59;2025-06-05;2025-06-19
providencia;"av pedro de valdivia 2100";providencia;cabana15;cabana;5;210000;68;dia;sabado;00:00;23:59;2024-04-27;2024-05-27
providencia;"av pedro de valdivia 2100";providencia;cabana16;cabana;8;140000;53;dia;martes;00:00;23:59;2025-03-15;2025-05-14
providencia;"av pedro de valdivia 2100";providencia;cabana17;cabana;4;220000;;dia;domingo;00:00;23:59;2024-04-24;2024-07-23
providencia;"av pedro de valdivia 2100";providencia;cabana18;cabana;8;140000;;dia;jueves;00:00;23:59;2025-03-16;2025-03-23
providencia;"av pedro de valdivia 2100";providencia;cabana19;cabana;5;50000;63;dia;lunes;00:00;23:59;2024-03-18;2024-03-25
providencia;"av pedro de valdivia 2100";providencia;cabana20;cabana;4;100000;69;dia;sabado;00:00;23:59;2025-01-14;2025-02-13
providencia;"av pedro de valdivia 2100";providencia;cancha_tenis_aire_libre;cancha_aire_libre;10;120000;42;hora;miercoles;18:00;19:00;2025-11-04;2025-11-18
providencia;"av pedro de valdivia 2100";providencia;cancha_tenis_techada;cancha_techada;15;180000;;hora;martes;20:00;21:00;2025-08-25;2025-09-01
providencia;"av pedro de valdivia 2100";providencia;cancha_basquetbol_aire_libre;cancha_aire_libre;14;210000;;hora;lunes;08:00;09:00;2025-10-31;2025-12-30
providencia;"av pedro de valdivia 2100";providencia;cancha_basquetbol_techada;cancha_techada;15;150000;4;hora;lunes;16:00;17:00;2024-02-09;2024-02-23
providencia;"av pedro de valdivia 2100";providencia;cancha_futbolito_aire_libre;cancha_aire_libre;12;20000;;hora;domingo;19:00;20:00;2024-05-29;2024-06-12
providencia;"av pedro de valdivia 2100";providencia;cancha_futbolito_techada;cancha_techada;20;240000;22;hora;domingo;19:00;20:00;2025-07-30;2025-08-13
providencia;"av pedro de valdivia 2100";providencia;cancha_padel_aire_libre;cancha_aire_libre;20;210000;67;hora;domingo;20:00;21:00;2024-10-26;2024-12-25
providencia;"av pedro de valdivia 2100";providencia;cancha_padel_techada;cancha_techada;14;100000;73;hora;jueves;17:00;18:00;2024-10-08;2024-10-22
"la florida";"av. vicua mackenna 10777";"la florida";linea1_piscina1;piscina;1;80000;1;linea_hora;sabado;18:00;19:00;2025-10-10;2026-01-08
"la florida";"av. vicua mackenna 10777";"la florida";linea2_piscina1;piscina;1;20000;46;linea_hora;lunes;09:00;10:00;2025-10-17;2025-12-16
"la florida";"av. vicua mackenna 10777";"la florida";linea3_piscina1;piscina;1;220000;62;linea_hora;martes;09:00;10:00;2025-01-08;2025-01-15
"la florida";"av. vicua mackenna 10777";"la florida";linea4_piscina1;piscina;1;70000;17;linea_hora;jueves;18:00;19:00;2025-09-09;2025-09-23
"la florida";"av. vicua mackenna 10777";"la florida";linea5_piscina1;piscina;1;110000;;linea_hora;miercoles;21:00;22:00;2025-07-31;2025-10-29
"la florida";"av. vicua mackenna 10777";"la florida";linea6_piscina1;piscina;1;100000;2;linea_hora;lunes;17:00;18:00;2025-10-09;2025-10-23
"la florida";"av. vicua mackenna 10777";"la florida";linea7_piscina1;piscina;1;220000;;linea_hora;sabado;17:00;18:00;2025-05-02;2025-07-31
"la florida";"av. vicua mackenna 10777";"la florida";linea8_piscina1;piscina;1;60000;;linea_hora;viernes;20:00;21:00;2025-03-01;2025-03-09
"la florida";"av. vicua mackenna 10777";"la florida";linea1_piscina2;piscina;1;170000;70;linea_hora;jueves;08:00;08:30;2024-03-25;2024-04-08
"la florida";"av. vicua mackenna 10777";"la florida";linea2_piscina2;piscina;1;250000;79;linea_hora;lunes;08:00;08:30;2024-01-09;2024-02-08
"la florida";"av. vicua mackenna 10777";"la florida";linea3_piscina2;piscina;1;30000;56;linea_hora;martes;09:00;10:00;2024-03-17;2024-03-24
"la florida";"av. vicua mackenna 10777";"la florida";linea4_piscina2;piscina;1;9000;;linea_hora;lunes;17:00;18:00;2024-06-01;2024-06-23
"la florida";"av. vicua mackenna 10777";"la florida";linea5_piscina2;piscina;1;9000;27;linea_hora;sabado;12:00;13:00;2025-11-01;2026-02-01
"la florida";"av. vicua mackenna 10777";"la florida";linea6_piscina2;piscina;1;10000;;linea_hora;domingo;11:00;12:00;2024-09-21;2024-09-28
"la florida";"av. vicua mackenna 10777";"la florida";linea7_piscina2;piscina;1;10000;68;linea_hora;miercoles;16:00;17:00;2024-12-19;2025-01-02
"la florida";"av. vicua mackenna 10777";"la florida";linea8_piscina2;piscina;1;140000;;linea_hora;miercoles;11:00;12:00;2025-06-26;2025-07-03
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos1;salon_eventos;162;220000;;dia;domingo;00:00;23:59;2025-07-23;2025-08-22
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos2;salon_eventos;177;220000;12;tramo;jueves;14:00;20:00;2024-02-29;2024-05-29
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos3;salon_eventos;181;9000;34;tramo;sabado;08:00;14:00;2024-03-01;2024-05-14
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos4;salon_eventos;77;240000;;tramo;viernes;08:00;14:00;2025-02-04;2025-04-05
"la florida";"av. vicua mackenna 10777";"la florida";cabana1;cabana;8;250000;73;dia;miercoles;00:00;23:59;2025-04-19;2025-06-18
"la florida";"av. vicua mackenna 10777";"la florida";cabana2;cabana;7;130000;44;dia;sabado;00:00;23:59;2024-10-17;2025-01-15
"la florida";"av. vicua mackenna 10777";"la florida";cabana3;cabana;4;230000;;dia;viernes;00:00;23:59;2024-06-28;2024-07-05
"la florida";"av. vicua mackenna 10777";"la florida";cabana4;cabana;5;60000;41;dia;lunes;00:00;23:59;2025-03-20;2025-03-27
"la florida";"av. vicua mackenna 10777";"la florida";cabana5;cabana;4;150000;29;dia;miercoles;00:00;23:59;2024-08-24;2024-09-23
"la florida";"av. vicua mackenna 10777";"la florida";cabana6;cabana;8;250000;42;dia;domingo;00:00;23:59;2024-11-25;2024-12-02
"la florida";"av. vicua mackenna 10777";"la florida";cabana7;cabana;5;30000;;dia;miercoles;00:00;23:59;2025-03-30;2025-05-29
"la florida";"av. vicua mackenna 10777";"la florida";cabana8;cabana;6;80000;;dia;martes;00:00;23:59;2025-09-10;2025-10-10
"la florida";"av. vicua mackenna 10777";"la florida";cabana9;cabana;6;180000;27;dia;sabado;00:00;23:59;2024-07-12;2024-10-10
"la florida";"av. vicua mackenna 10777";"la florida";cabana10;cabana;4;210000;19;dia;lunes;00:00;23:59;2024-07-01;2024-07-31
"la florida";"av. vicua mackenna 10777";"la florida";cabana11;cabana;4;150000;5;dia;domingo;00:00;23:59;2025-02-19;2025-03-21
"la florida";"av. vicua mackenna 10777";"la florida";cabana12;cabana;7;9000;;dia;martes;00:00;23:59;2025-10-06;2025-10-20
"la florida";"av. vicua mackenna 10777";"la florida";cabana13;cabana;5;60000;68;dia;sabado;00:00;23:59;2025-04-13;2025-07-12
"la florida";"av. vicua mackenna 10777";"la florida";cabana14;cabana;5;210000;;dia;jueves;00:00;23:59;2024-06-19;2024-06-26
"la florida";"av. vicua mackenna 10777";"la florida";cabana15;cabana;7;150000;25;dia;jueves;00:00;23:59;2024-07-16;2024-07-23
"la florida";"av. vicua mackenna 10777";"la florida";cabana16;cabana;4;120000;24;dia;domingo;00:00;23:59;2025-04-13;2025-05-13
"la florida";"av. vicua mackenna 10777";"la florida";cabana17;cabana;8;140000;;dia;lunes;00:00;23:59;2025-10-06;2025-11-05
"la florida";"av. vicua mackenna 10777";"la florida";cabana18;cabana;7;140000;62;dia;jueves;00:00;23:59;2025-02-01;2025-05-06
"la florida";"av. vicua mackenna 10777";"la florida";cabana19;cabana;5;130000;53;dia;sabado;00:00;23:59;2024-08-31;2024-09-30
"la florida";"av. vicua mackenna 10777";"la florida";cabana20;cabana;7;110000;;dia;sabado;00:00;23:59;2024-07-17;2024-09-15
"la florida";"av. vicua mackenna 10777";"la florida";cancha_tenis_aire_libre;cancha_aire_libre;19;10000;;hora;domingo;22:00;23:00;2025-07-29;2025-10-27
"la florida";"av. vicua mackenna 10777";"la florida";cancha_tenis_techada;cancha_techada;11;220000;35;hora;sabado;22:00;23:00;2024-11-26;2024-12-03
"la florida";"av. vicua mackenna 10777";"la florida";cancha_basquetbol_aire_libre;cancha_aire_libre;13;160000;52;hora;jueves;11:00;12:00;2024-03-09;2024-06-07
"la florida";"av. vicua mackenna 10777";"la florida";cancha_basquetbol_techada;cancha_techada;20;40000;26;hora;lunes;15:00;16:00;2024-08-29;2024-09-28
"la florida";"av. vicua mackenna 10777";"la florida";cancha_futbolito_aire_libre;cancha_aire_libre;13;30000;34;hora;viernes;15:00;16:00;2024-02-18;2024-03-03
"la florida";"av. vicua mackenna 10777";"la florida";cancha_futbolito_techada;cancha_techada;11;220000;55;hora;viernes;11:00;12:00;2025-03-10;2025-03-17
"la florida";"av. vicua mackenna 10777";"la florida";cancha_padel_aire_libre;cancha_aire_libre;11;240000;28;hora;jueves;10:00;11:00;2025-03-18;2025-05-17
"la florida";"av. vicua mackenna 10777";"la florida";cancha_padel_techada;cancha_techada;20;120000;56;hora;lunes;20:00;21:00;2024-02-28;2024-03-06
"santa cruz";"ramon sanfurgo 800";"santa cruz";mesa7_restaurant1;restaurant;4;9000;;mesa_hora;martes;10:00;23:00;2025-04-01;2025-05-07
"santa cruz";"ramon sanfurgo 800";"santa cruz";mesa3_restaurant2;restaurant;4;9000;;mesa_hora;domingo;10:00;23:00;2024-10-02;2024-10-16
"santa cruz";"ramon sanfurgo 800";"santa cruz";mesa4_restaurant2;restaurant;4;9000;;mesa_hora;jueves;10:00;23:00;2024-02-29;2024-04-29
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea1_piscina1;piscina;1;170000;79;linea_hora;jueves;11:00;12:00;2025-01-02;2025-03-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea2_piscina1;piscina;1;30000;;linea_hora;miercoles;12:00;13:00;2024-05-26;2024-06-25
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea3_piscina1;piscina;1;170000;0;linea_hora;jueves;18:00;19:00;2024-05-25;2024-06-08
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea4_piscina1;piscina;1;120000;65;linea_hora;sabado;16:00;17:00;2024-01-16;2024-03-16
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea5_piscina1;piscina;1;220000;;linea_hora;viernes;11:00;12:00;2025-01-01;2025-01-08
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea6_piscina1;piscina;1;130000;72;linea_hora;viernes;11:00;12:00;2024-12-11;2024-12-18
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea7_piscina1;piscina;1;60000;;linea_hora;martes;10:00;11:00;2024-12-17;2024-12-24
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea8_piscina1;piscina;1;40000;9;linea_hora;viernes;13:00;14:00;2025-07-18;2025-08-17
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea1_piscina2;piscina;1;40000;;linea_hora;domingo;18:00;19:00;2024-02-01;2024-02-18
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea2_piscina2;piscina;1;50000;48;linea_hora;martes;15:00;16:00;2024-12-17;2025-03-17
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea3_piscina2;piscina;1;150000;66;linea_hora;domingo;18:00;19:00;2024-01-09;2024-01-16
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea4_piscina2;piscina;1;70000;;linea_hora;domingo;20:00;21:00;2024-10-20;2024-11-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea5_piscina2;piscina;1;240000;27;linea_hora;miercoles;12:00;13:00;2024-01-04;2024-01-11
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea6_piscina2;piscina;1;110000;31;linea_hora;sabado;11:00;12:00;2025-10-15;2026-01-13
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea7_piscina2;piscina;1;9000;21;linea_hora;lunes;21:00;22:00;2025-11-07;2025-11-21
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea8_piscina2;piscina;1;150000;1;linea_hora;jueves;09:00;10:00;2024-10-06;2024-10-13
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos1;salon_eventos;120;200000;;dia;domingo;00:00;23:59;2024-05-01;2024-06-30
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos2;salon_eventos;184;170000;73;tramo;martes;20:00;23:59;2024-07-14;2024-10-12
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos3;salon_eventos;159;170000;11;tramo;sabado;08:00;14:00;2024-08-23;2024-09-06
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos4;salon_eventos;78;250000;;dia;viernes;00:00;23:59;2024-11-22;2024-12-06
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana1;cabana;4;40000;;dia;domingo;00:00;23:59;2024-10-28;2024-11-11
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana2;cabana;5;70000;71;dia;viernes;00:00;23:59;2025-11-13;2026-01-12
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana3;cabana;4;250000;;dia;martes;00:00;23:59;2025-01-28;2025-04-28
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana4;cabana;4;110000;;dia;domingo;00:00;23:59;2024-01-29;2024-04-28
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana5;cabana;7;9000;30;dia;jueves;00:00;23:59;2024-11-01;2025-01-08
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana6;cabana;4;210000;;dia;domingo;00:00;23:59;2024-08-18;2024-09-01
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana7;cabana;5;100000;32;dia;viernes;00:00;23:59;2024-05-22;2024-07-21
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana8;cabana;4;30000;;dia;domingo;00:00;23:59;2024-08-27;2024-11-25
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana9;cabana;7;200000;;dia;domingo;00:00;23:59;2024-12-13;2025-03-13
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana10;cabana;4;230000;5;dia;domingo;00:00;23:59;2024-10-06;2024-12-05
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana11;cabana;6;160000;6;dia;jueves;00:00;23:59;2025-10-03;2026-01-01
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana12;cabana;7;160000;;dia;lunes;00:00;23:59;2025-06-09;2025-06-23
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana13;cabana;6;10000;18;dia;martes;00:00;23:59;2024-09-08;2024-11-07
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana14;cabana;7;230000;41;dia;viernes;00:00;23:59;2025-05-11;2025-05-25
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana15;cabana;6;60000;;dia;viernes;00:00;23:59;2025-11-01;2025-12-27
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana16;cabana;5;30000;;dia;sabado;00:00;23:59;2024-09-26;2024-10-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana17;cabana;5;90000;;dia;sabado;00:00;23:59;2024-04-01;2024-07-04
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana18;cabana;6;40000;47;dia;sabado;00:00;23:59;2024-12-22;2025-03-22
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana19;cabana;8;30000;16;dia;domingo;00:00;23:59;2025-02-11;2025-05-12
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana20;cabana;5;170000;56;dia;sabado;00:00;23:59;2024-06-30;2024-07-07
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_tenis_aire_libre;cancha_aire_libre;10;160000;;hora;martes;10:00;11:00;2025-05-14;2025-05-28
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_tenis_techada;cancha_techada;21;180000;1;hora;miercoles;13:00;14:00;2024-09-21;2024-10-05
