sucursal_nombre;direccion_sucursal;comuna_nombre;lugar_nombre;tipo_lugar;capacidad_personas;precio;descuento_socio_evento;tipo_precio;dia_semana;hora_inicio;hora_termino;fecha_inicio_vigencia;fecha_fin_vigencia
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa5_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;26-10-25;09-11-25
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa6_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;18-09-24;02-10-24
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa7_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;13-02-24;13-05-24
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa8_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;04-12-24;03-01-25
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa1_restaurant2;restaurant;4;;;mesa_hora;domingo;10:00;23:00;18-04-24;17-07-24
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa2_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;30-05-25;06-06-25
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa3_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;04-10-25;11-10-25
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa4_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;30-04-24;29-07-24
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa5_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;27-11-25;26-01-26
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa6_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;10-10-24;09-12-24
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa7_restaurant2;restaurant;4;;;mesa_hora;martes;10:00;23:00;24-12-24;23-01-25
Providencia;Av Pedro de Valdivia 2100;Providencia;mesa8_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;17-06-25;24-06-25
Providencia;Av Pedro de Valdivia 2100;Providencia;linea1_piscina1;piscina;1;30000;;linea_hora;viernes;21:00;22:00;18-06-24;02-07-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea2_piscina1;piscina;1;220000;;linea_hora;miercoles;16:00;17:00;28-05-24;27-07-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea3_piscina1;piscina;1;230000;;linea_hora;domingo;19:00;20:00;12-02-25;26-02-25
Providencia;Av Pedro de Valdivia 2100;Providencia;linea4_piscina1;piscina;1;200000;76;linea_hora;sabado;16:00;17:00;29-08-25;28-10-25
Providencia;Av Pedro de Valdivia 2100;Providencia;linea5_piscina1;piscina;1;200000;54;linea_hora;sabado;18:00;19:00;16-04-24;30-04-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea6_piscina1;piscina;1;20000;12;linea_hora;martes;12:00;13:00;2024-07;16-08-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea7_piscina1;piscina;1;nueve mil;;linea_hora;jueves;20:00;21:00;2025-10;02-01-26
Providencia;Av Pedro de Valdivia 2100;Providencia;linea8_piscina1;piscina;1;170000;;linea_hora;jueves;17:00;18:00;19-01-24;02-02-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea1_piscina2;piscina;1;40000;;linea_hora;sabado;20:00;21:00;20-01-24;19-02-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea2_piscina2;piscina;1;230000;55;linea_hora;miercoles;08:00;08:30;22-12-24;20-02-25
Providencia;Av Pedro de Valdivia 2100;Providencia;linea3_piscina2;piscina;1;60000;62;linea_hora;martes;18:00;19:00;07-06-25;05-09-25
Providencia;Av Pedro de Valdivia 2100;Providencia;linea4_piscina2;piscina;1;60000;;linea_hora;martes;08:00;09:00;14-05-24;21-05-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea5_piscina2;piscina;1;10000;;linea_hora;jueves;11:00;12:00;01-07-24;08-07-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea6_piscina2;piscina;1;80000;;linea_hora;domingo;13:00;14:00;06-03-25;04-06-25
Providencia;Av Pedro de Valdivia 2100;Providencia;linea7_piscina2;piscina;1;160000;10;linea_hora;viernes;16:00;17:00;14-10-24;28-10-24
Providencia;Av Pedro de Valdivia 2100;Providencia;linea8_piscina2;piscina;1;80000;30;linea_hora;miercoles;09:00;10:00;24-09-24;08-10-24
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos1;salon_eventos;159;210000;16;tramo;miercoles;20:00;23:59;16-08-24;30-08-24
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos2;salon_eventos;108;150000;80;tramo;miercoles;14:00;20:00;19-01-25;20-03-25
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos3;salon_eventos;85;120000;76;tramo;miercoles;20:00;23:59;07-03-24;14-03-24
Providencia;Av Pedro de Valdivia 2100;Providencia;SalonEventos4;salon_eventos;44;140000;28;tramo;martes;14:00;20:00;12-04-25;26-04-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana1;cabana;5;60000;;dia;lunes;00:00;23:59;19-08-25;17-11-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana2;cabana;7;220000;20;dia;miercoles;00:00;23:59;12-03-24;11-05-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana3;cabana;4;40000;53;dia;miercoles;00:00;23:59;20-02-24;05-03-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana4;cabana;5;150000;34;dia;jueves;00:00;23:59;10-08-24;08-11-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana5;cabana;7;60000;34;dia;miercoles;00:00;23:59;02-09-24;01-12-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana6;cabana;4;nueve mil;41;dia;viernes;00:00;23:59;2024-07;26-08-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana7;cabana;6;160000;10;dia;lunes;00:00;23:59;09-05-24;07-08-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana8;cabana;4;30000;3;dia;viernes;00:00;23:59;11-05-25;10-06-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana9;cabana;4;250000;44;dia;miercoles;00:00;23:59;16-09-24;15-11-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana10;cabana;8;120000;5;dia;domingo;00:00;23:59;23-05-24;06-06-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana11;cabana;6;nueve mil;;dia;jueves;00:00;23:59;2025-10;28-10-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana12;cabana;7;140000;9;dia;jueves;00:00;23:59;13-10-24;27-10-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana13;cabana;5;60000;;dia;sabado;00:00;23:59;29-03-24;27-06-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana14;cabana;4;200000;33;dia;sabado;00:00;23:59;05-06-25;19-06-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana15;cabana;5;210000;68;dia;sabado;00:00;23:59;27-04-24;27-05-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana16;cabana;8;140000;53;dia;martes;00:00;23:59;15-03-25;14-05-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana17;cabana;4;220000;;dia;domingo;00:00;23:59;24-04-24;23-07-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana18;cabana;8;140000;;dia;jueves;00:00;23:59;16-03-25;23-03-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana19;cabana;5;50000;63;dia;lunes;00:00;23:59;18-03-24;25-03-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cabana20;cabana;4;100000;69;dia;sabado;00:00;23:59;14-01-25;13-02-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_tenis_aire_libre;cancha_aire_libre;10;120000;42;hora;miercoles;18:00;19:00;04-11-25;18-11-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_tenis_techada;cancha_techada;15;180000;;hora;martes;20:00;21:00;25-08-25;01-09-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_basquetbol_aire_libre;cancha_aire_libre;14;210000;;hora;lunes;08:00;09:00;31-10-25;30-12-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_basquetbol_techada;cancha_techada;15;150000;4;hora;lunes;16:00;17:00;09-02-24;23-02-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_futbolito_aire_libre;cancha_aire_libre;12;20000;;hora;domingo;19:00;20:00;29-05-24;12-06-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_futbolito_techada;cancha_techada;20;240000;22;hora;domingo;19:00;20:00;30-07-25;13-08-25
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_padel_aire_libre;cancha_aire_libre;20;210000;67;hora;domingo;20:00;21:00;26-10-24;25-12-24
Providencia;Av Pedro de Valdivia 2100;Providencia;Cancha_padel_techada;cancha_techada;14;100000;73;hora;jueves;17:00;18:00;08-10-24;22-10-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa1_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;25-03-24;01-04-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa2_restaurant1;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;16-10-25;14-01-26
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa3_restaurant1;restaurant;4;;;mesa_hora;viernes;10:00;23:00;14-03-24;21-03-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa4_restaurant1;restaurant;4;;;mesa_hora;domingo;10:00;23:00;08-06-25;08-07-25
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa5_restaurant1;restaurant;4;;;mesa_hora;lunes;10:00;23:00;03-06-24;17-06-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa6_restaurant1;restaurant;4;;;mesa_hora;sabado;10:00;23:00;18-01-24;01-02-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa7_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;01-07-25;29-09-25
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa8_restaurant1;restaurant;4;;;mesa_hora;martes;10:00;23:00;04-10-25;03-12-25
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa1_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;08-01-25;09-03-25
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa2_restaurant2;restaurant;4;;;mesa_hora;lunes;10:00;23:00;11-03-25;09-06-25
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa3_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;11-03-24;18-03-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa4_restaurant2;restaurant;4;;;mesa_hora;sabado;10:00;23:00;10-03-25;08-06-25
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa5_restaurant2;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;10-02-24;10-05-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa6_restaurant2;restaurant;4;;;mesa_hora;domingo;10:00;23:00;22-10-24;21-12-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa7_restaurant2;restaurant;4;;;mesa_hora;miercoles;10:00;23:00;21-09-24;21-10-24
La Florida;Av. Vicua Mackenna 10777;La Florida;mesa8_restaurant2;restaurant;4;;;mesa_hora;viernes;10:00;23:00;14-10-25;12-01-26
La Florida;Av. Vicua Mackenna 10777;La Florida;linea1_piscina1;piscina;1;80000;1;linea_hora;sabado;18:00;19:00;10-10-25;08-01-26
La Florida;Av. Vicua Mackenna 10777;La Florida;linea2_piscina1;piscina;1;20000;46;linea_hora;lunes;09:00;10:00;17-10-25;16-12-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea3_piscina1;piscina;1;220000;62;linea_hora;martes;09:00;10:00;08-01-25;15-01-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea4_piscina1;piscina;1;70000;17;linea_hora;jueves;18:00;19:00;09-09-25;23-09-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea5_piscina1;piscina;1;110000;;linea_hora;miercoles;21:00;22:00;31-07-25;29-10-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea6_piscina1;piscina;1;100000;2;linea_hora;lunes;17:00;18:00;09-10-25;23-10-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea7_piscina1;piscina;1;220000;;linea_hora;sabado;17:00;18:00;02-05-25;31-07-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea8_piscina1;piscina;1;60000;;linea_hora;viernes;20:00;21:00;2025-03;09-03-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea1_piscina2;piscina;1;170000;70;linea_hora;jueves;08:00;08:30;25-03-24;08-04-24
La Florida;Av. Vicua Mackenna 10777;La Florida;linea2_piscina2;piscina;1;250000;79;linea_hora;lunes;08:00;08:30;09-01-24;08-02-24
La Florida;Av. Vicua Mackenna 10777;La Florida;linea3_piscina2;piscina;1;30000;56;linea_hora;martes;09:00;10:00;17-03-24;24-03-24
La Florida;Av. Vicua Mackenna 10777;La Florida;linea4_piscina2;piscina;1;nueve mil;;linea_hora;lunes;17:00;18:00;2024-06;23-06-24
La Florida;Av. Vicua Mackenna 10777;La Florida;linea5_piscina2;piscina;1;nueve mil;27;linea_hora;sabado;12:00;13:00;2025-11;01-02-26
La Florida;Av. Vicua Mackenna 10777;La Florida;linea6_piscina2;piscina;1;10000;;linea_hora;domingo;11:00;12:00;21-09-24;28-09-24
La Florida;Av. Vicua Mackenna 10777;La Florida;linea7_piscina2;piscina;1;10000;68;linea_hora;miercoles;16:00;17:00;19-12-24;02-01-25
La Florida;Av. Vicua Mackenna 10777;La Florida;linea8_piscina2;piscina;1;140000;;linea_hora;miercoles;11:00;12:00;26-06-25;03-07-25
La Florida;Av. Vicua Mackenna 10777;La Florida;SalonEventos1;salon_eventos;162;220000;;dia;domingo;00:00;23:59;23-07-25;22-08-25
La Florida;Av. Vicua Mackenna 10777;La Florida;SalonEventos2;salon_eventos;177;220000;12;tramo;jueves;14:00;20:00;29-02-24;29-05-24
La Florida;Av. Vicua Mackenna 10777;La Florida;SalonEventos3;salon_eventos;181;nueve mil;34;tramo;sabado;08:00;14:00;2024-03;14-05-24
La Florida;Av. Vicua Mackenna 10777;La Florida;SalonEventos4;salon_eventos;77;240000;;tramo;viernes;08:00;14:00;04-02-25;05-04-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana1;cabana;8;250000;73;dia;miercoles;00:00;23:59;19-04-25;18-06-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana2;cabana;7;130000;44;dia;sabado;00:00;23:59;17-10-24;15-01-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana3;cabana;4;230000;;dia;viernes;00:00;23:59;28-06-24;05-07-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana4;cabana;5;60000;41;dia;lunes;00:00;23:59;20-03-25;27-03-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana5;cabana;4;150000;29;dia;miercoles;00:00;23:59;24-08-24;23-09-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana6;cabana;8;250000;42;dia;domingo;00:00;23:59;25-11-24;02-12-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana7;cabana;5;30000;;dia;miercoles;00:00;23:59;30-03-25;29-05-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana8;cabana;6;80000;;dia;martes;00:00;23:59;10-09-25;10-10-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana9;cabana;6;180000;27;dia;sabado;00:00;23:59;12-07-24;10-10-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana10;cabana;4;210000;19;dia;lunes;00:00;23:59;01-07-24;31-07-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana11;cabana;4;150000;5;dia;domingo;00:00;23:59;19-02-25;21-03-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana12;cabana;7;nueve mil;;dia;martes;00:00;23:59;06-10-25;20-10-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana13;cabana;5;60000;68;dia;sabado;00:00;23:59;13-04-25;12-07-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana14;cabana;5;210000;;dia;jueves;00:00;23:59;19-06-24;26-06-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana15;cabana;7;150000;25;dia;jueves;00:00;23:59;16-07-24;23-07-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana16;cabana;4;120000;24;dia;domingo;00:00;23:59;13-04-25;13-05-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana17;cabana;8;140000;;dia;lunes;00:00;23:59;06-10-25;05-11-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana18;cabana;7;140000;62;dia;jueves;00:00;23:59;2025-02;06-05-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana19;cabana;5;130000;53;dia;sabado;00:00;23:59;31-08-24;30-09-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cabana20;cabana;7;110000;;dia;sabado;00:00;23:59;17-07-24;15-09-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cancha_tenis_aire_libre;cancha_aire_libre;19;10000;;hora;domingo;22:00;23:00;29-07-25;27-10-25
La Florida;Av. Vicua Mackenna 10777;La Florida;Cancha_tenis_techada;cancha_techada;11;220000;35;hora;sabado;22:00;23:00;26-11-24;03-12-24
La Florida;Av. Vicua Mackenna 10777;La Florida;Cancha_basquetbol_aire_libre;cancha_aire_libre;13;160000;52;hora;jueves;11:00;12:00;09-03-24;07-06-24
